aeid,aename,date,aeno,acid,acname,asid
M74290,ライバル登場!?数で勝負だ!（1/21～1/25）,,2,C11629,もえがく★5,C3331
M74291,勝負の時間は今!アキバカード大戦（1/28～2/1）,,3,C11629,もえがく★5,C3331
M74292,目は口ほどにモノを言う?限定版をゲットせよ!（2/4～2/8）,,4,C11629,もえがく★5,C3331
M74293,腹が減っては戦はできぬ?アキバ裏グルメ探訪!（2/11～2/15）,,5,C11629,もえがく★5,C3331
M74294,メイド喫茶に潜む罠!?食べ物の名は?（2/18～2/22）,,6,C11629,もえがく★5,C3331
M74295,小さなハートに大きな希望!?乙女ロードで大騒動!（2/25～2/29）,,7,C11629,もえがく★5,C3331
M74296,決戦は何曜日?アキバクエスト・スタート!（3/3～3/7）,,8,C11629,もえがく★5,C3331
M74362,,,,C11633,アニメ・電脳コイル 電脳コイルとは一体何なのか!?これを見れば全てがわかるシリーズ全26話の完全ダイジェスト版!,C3205
M74414,,,,C11639,Ruby Gloom,C3335
M74643,,,,C11651,おべとも学園[第1期],C3340
M76171,,,,C11758,ヤッターマン限定版 今夜限りのドロンボーVSみのもんた!アナタも一緒に脳力対決!ガッチャマンやマッハ号も登場SPだコロン!,C3767
M76281,,,,C11770,タカネの自転車,C3382
M76528,,,,C11804,ルパン三世sweet lost night～魔法のランプは悪夢の予感～,C2445
M76530,,,,C11806,戦争童話キクちゃんとオオカミ,C3231
M76532,,,,C11808,DEATH NOTE:R2Lを継ぐ者,C3898
M76813,,,,C11836,こちら葛飾区亀有公園前派出所 目指せ! 亀有スーパースター !! ～*両津式アイドルへの道 !～*,C6832
M77628,,,,C11885,ヤッターマン限定版 今夜限りのドロンボーVSドロンボー!生瀬ケンコバ深キョンにあのヒーローも登場SP,C3767
M78319,,,,C11942,STAR WARS-THE CLONE WARS-,C3496
M78353,ピザなのにパイ（12/22）※,,32,C11944,マリー＆ガリー,C4340
M78363,,,,C11946,ルパン三世VS名探偵コナン,C3497
M78923,,,,C11961,ドーラ,C3504
M79019,,,,C11967,リロ・アンド・スティッチ,
M81703,,,,C11981,ルパン三世 the Last Job,C2445
M81760,,,,C11985,書家,C3639
M82881,第壱羽　静ナル予兆（6/13・7/4）,,1,C12005,セキレイ Pure Engagement,C3388
M79393,"・第1話/禁断のマラソン自由形!,・第2話/マネーのとら,・第3話/そして伝説にならない,・第4話/君は僕に似ている,・第5話/Heart to Heart,・第6話/おまえンち,・第7話/やきもちとか焼かれたてジャぱん,・第8話/シラヌイがやってきた,・第9話/乙女心が求めるものは……,・第10話/プレゼントの行方,・第11話/ヒナ祭りの頃に,・第12話/残酷な大馬鹿野郎のテーゼ,・第13話/FEELING OF FREEDOM<B",,,C12011,ハヤテのごとく!!,C3171
M79921,,,,C12041,NARUTO-ナルト-少年篇,C2644
M79995,アグニッシュワッタス,,18,C12051,NEEDLESS,C3536
M80268,,,,C12080,戦争童話 青い瞳の女の子のお話,C3231
M81373,,,,C12139,こころ届けますテガミバチ,C3566
M81440,,,,C12148,遙かなる時空[とき]の中で3 終わりなき運命,C2676
M81468,,,,C12154,うんこさん 純情派,C3529
M83002,,,,C12187,スティッチ! ずっと最高のトモダチ・クリスマスSP,C3429
M81935,,,,C12207,アイアンマン,C3643
M82076,,,,C12219,最強武将伝 三國演義,C3647
M82276,,,,C12229,よりぬき銀魂さん,C3079
M82530,1品目　ワグナリアへようこそ♪小鳥遊、働く。（3/9・4/6）,,1,C12249,WORKING!!,C3655
M82565,（配信のみ）,,7,C12253,閃光のナイトレイド,C3658
M84680,憧憬のごとく・・・[未放映] ※2007年発売予定のDVDに収録,,22,C12279,ガラスの艦隊 La legende du vent de l'univers,C3833
M84681,抱擁のごとく・・・[未放映] ※2007年発売予定のDVDに収録,,17,C12279,ガラスの艦隊 La legende du vent de l'univers,C3833
M85773,栄枯盛衰,,53,C12292,蛙男劇場,C3843
M85774,ＫＹ,,54,C12292,蛙男劇場,C3843
M83255,最後の仕事[未放映]※,,13,C12321,よみがえる空 ──RESCUE WINGS,C3802
M83484,,,,C12353,erico,C3814
M87272,標的[ターゲット]33借金まみれの夏休み?（5/26）*第34話以降、タイトルが「家庭教師[かてきょー]ヒットマンREBORN!vsヴァリアー編」に変更。,,33,C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,C3914
M87374,標的[ターゲット]141再会（7/11）〈アルコバレーノ編〉,,141,C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,C3914
M87375,標的[ターゲット]153最後の印（10/3）〈未来チョイス編〉,,153,C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,C3914
M87425,標的[ターゲット]177　戦いの後（3/27）〈I世[プリーモ]ファミリー編〉,,177,C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,C3914
M87426,標的[ターゲット]189　ファミリーの覚悟（6/19）〈未来決戦編〉,,189,C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,C3914
M89196,,,,C12425,ムーぽん[第2期][短縮版],C2244
M85224,おもてなしは 掃除から（4/5・4/7）,,1,C12452,しばわんこの和のこころ,C3850
M85234,そろそろ夏じたく（5/31・6/9）,,11,C12452,しばわんこの和のこころ,C3850
M85235,見た目も涼やか 夏衣（6/7・6/9）,,12,C12452,しばわんこの和のこころ,C3850
M85252,お神輿かつごう（8/23・8/25）,,29,C12452,しばわんこの和のこころ,C3850
M85264,自分のお茶碗 自分のお箸（10/4・10/6）,,41,C12452,しばわんこの和のこころ,C3850
M85268,手紙を書こう（11/1・11/10）,,45,C12452,しばわんこの和のこころ,C3850
M85269,美しい手紙（11/8・11/10）,,46,C12452,しばわんこの和のこころ,C3850
M89092,,,,C12542,タイニートゥーンズ タイニートゥーンズの夏休み,C1164
M86359,ビーダルは知っていた!（11/29）│,,56,C12567,ポケットモンスター ダイヤモンド＆パール,C1985
M87970,※12/26～12/29は1～4話を順に再放送,,RR,C12620,うっかりペネロペ,C3928
M87991,,,,C12624,フルーツサンデー,C3936
M92507,のび太くん、さようなら! ドラえもん、未来に帰る… 「ションボリ、ドラえもん」 「ハツメイカーで大発明」より,,S6,C12639,ドラえもん［新・第2期］,C2756
M92675,町内突破大作戦（3/19）　映画 ドラえもん　新　のび太の　宇宙開拓史（3/19）※　←削除,,S5,C12639,ドラえもん［新・第2期］,C2756
M93252,第28話 「大きくなったら・・・」（12/22・12/23）,,28,C12645,ななみちゃん ［第2期］,C2912
M87993,,,,C12649,DINOZAURS : THE SERIES,C3937
M87995,,,,C12651,キヤノンスペシャル「未来都市・江戸 ～時空の花園～」,C3938
M87997,,,,C12653,NHKスペシャル「文明の道」,C3939
M88127,,,,C12661,星界の断章 “誕生”,C2219
M88159,　　　　,,,C12666,G-SAVIOUR,C4128
M88162,　　　　,,,C12668,世界名作童話シリーズ・ワ～ォ!メルヘン王国,C3834
M88164,　　　　,,,C12670,魔法騎士レイアース 増刊号,C1644
M88166,,,,C12672,おとぎマンガカレンダー［再放映版］,C7137
M88169,,,,C12675,ノンフィクションアワー 日本誕生［第二期］,C2145
M88171,,,,C12677,海底少年マリン[新],C1057
M88173,,,,C12679,アルプスの音楽少女 ネッティのふしぎな物語,C3997
M88400,,,,C12683,キャプテン（改）,C4900
M88402,,,,C12685,一休さん［'81年春S］ 死なない薬とばかげた船/歩くなっぱと桔梗屋の証文,C3467
M88404,,,,C12687,魔法の天使クリィミーマミ 永遠のワンスモア,C6656
M88406,,,,C12689,サンタの秘密と大冒険,C4023
M88408,,,,C12691,がんばれ!盲導犬サーブ,C4034
M88410,,,,C12693,おそ松くん あっぱれ! チビ太の鬼たいじザンス,C1179
M88412,　　　　,,,C12695,ひとりでできるもん［パイロット版］,C4048
M88414,　　　　,,,C12697,滝田ゆう 落語劇場,C5205
M88416,　　　　,,,C12699,たのしい算数［パイロット版］,C4049
M88518,　　　　,,,C12703,ハロー、ミーちゃん［第1期］,C4060
M88520,　　　　,,,C12705,のんのんばあとオレ,C4061
M88522,　　　　,,,C12707,森の妖精,C4062
M88524,　　　　,,,C12709,ジェムとスターライト・ミュージック,C4063
M88526,　　　　,,,C12711,ひとりでできるもん!［第2期］,C4048
M88528,　　　　,,,C12713,はだしのゲンは忘れない ～チェルノブイリの子どもたちとの約束～,C6700
M88557,　　　　,,,C12717,ウゴ・ウゴルーガ,C4069
M88559,　　　　,,,C12719,ディック・ブルーナ うさぎのミッフィーちゃん,C4070
M88561,　　　　,,,C12721,ひとりでできるもん!［第3期］,C4048
M88563,　　　　,,,C12723,みぃつけた,C4075
M88565,　　　　,,,C12725,まみちゃんのふしぎな旅2,C4076
M88567,　　　　,,,C12727,ウゴウゴルーガ 2号,C4069
M88590,　　　　,,,C12731,ひとりでできるもん!［第4期］,C4048
M88592,　　　　,,,C12733,ロボットパルタ,C4085
M88594,,,,C12735,スペシャル わいわい ドンブリ［第1作］,C4086
M88596,　　　　,,,C12737,怪盗カルメン サンディエゴ,C4092
M88598,,,,C12739,まんが日本昔ばなし スペシャル 里のかたりべむかしばなし,C3223
M88600,"・第71話A/マコロン（1995/12/11）,・第71話B/クッキー・ツリー（1995/12/11）,・第72話B/ダーク・フルーツ・ケーキ（1995/12/12）,・第73話A/カナッペ（1995/12/13）,・第73話B/クリマス・パンチ（1995/12/13）,・第74話B/チキン・ロースト（1995/12/14）,・第75話B/うきうき チャンネル!（1995/12/15）,・第76話A/ポーチドエッグ・トースト（1996/01/08）,・第76",,,C12741,ひとりでできるもん![第5期],C4048
M88602,,,,C12743,魔法陣グルグル グルグルスペシャル ニケとククリのブタの王子様復活大作戦!,C1643
M88604,　　　　,,,C12745,ぼくらの遊び場は 原爆ドームだった はだしのゲン ヒロシマからアメリカへ,C6700
M88606,,,,C12747,スペシャルわいわいドンブリ[第2作],C4086
M88608,,,,C12749,スペシャルわいわいドンブリ[第3作],C4086
M88610,　　　　,,,C12751,Y.A.T. The Budget Travel Agency,C4101
M88612,"・第1話/（1996/01/15）,・第2話/（1996/01/16）",,,C12753,いないいないばあっ![パイロット版],C4102
M88614,　　　　,,,C12755,いないいないばあっ![第1期],C4102
M88668,"・第1話/[どうぶつ]（1996/04/06）,・第2話/[かいじゅう]（1996/04/11）,・第3話/[のりもの]（1996/04/20）,・第4話/[せいくらべ]（1996/05/11）,・第5話/[くぐってあそぼ]（1996/05/18）,・第6話/[ころがってゴー]（1996/05/25）,・第7話/[わたってすべって]（1996/06/01）,・第8話/[レインボーカー]（1996/07/06）,・第9話/[ドミノたおし]（1996/07/19",,,C12761,積み木ショウ[シリーズ],C4103
M88670,"・第1話/[Territory]（1996/08/12）,・第2話/[Fringe,Circles]（1996/08/13）,・第3話/[a cat toy]（1996/08/14）,・第4話/[an elephant]（1996/08/15）,・第5話/[weather]（1996/08/16）",,,C12763,テリーさんのマジックシザーズ,C4104
M88672,　　　　,,,C12765,新くまのプーさん[DiSNEY TOONTOWN],C1760
M88674,　　　　,,,C12767,DREAM TRAVEL,C4109
M88777,　　　　,,,C12773,アニメ ブルーナの絵本[新],C1464
M88779,　　　　,,,C12775,いないいないばあっ![第2期],C4102
M88781,　　　　,,,C12777,きょう君[しゃべり編],C4110
M88783,　　　　,,,C12779,音楽ファンタジーゆめ［第3期］,C1332
M88785,　　　　,,,C12781,テクテクキッズ[第2期],C1649
M88868,　　　　,,,C12787,いないいないばあっ![第3期],C4102
M88870,　　　　,,,C12789,ABCアクション,C4121
M88872,　　　　,,,C12791,マドレーヌ,C4123
M88874,　　　　,,,C12793,みてごらん,C4124
M88876,　　　　,,,C12795,きりぬき絵本,C4125
M89436,,,,C12807,ピンキー＆ブレインの クリスマス,C4142
M89438,,,,C12809,ビクターとマリア,C4149
M89748,,,,C12821,キティズパラダイスGold,C7132
M89964,,,,C12842,BARRY PARTY[30分版],C4158
M90106,,,,C12854,学園戦記ムリョウ[総集篇],C2494
M90183,ビジネスマン 再会物語 第一回 再会への旅立ち（8/31） ビジネスマン 再会物語 第二回 兄との再会（8/31） ビジネスマン 再会物語 第三回 シベリアでの再会（8/31） ビジネスマン 再会物語 最終回 最後の再会（8/31）[スノッビーズ],,25,C12860,スマアニメ,C4166
M90186,,,,C12862,スクービードゥー の 魔女の幽霊,C4168
M90188,,,,C12864,テレペット,C4169
M90190,,,,C12866,ロボットファミリー,C4170
M90192,,,,C12868,葉っぱのフレディ ― いのちの旅 ―,C4171
M90197,,,,C12872,AT★X ROBO,C4179
M90493,,,,C12886,エア アカデミー,C4181
M90625,,,,C12898,シスター･プリンセス リピュア[Bパート],C2477
M90743,,,,C12912,スーパートレイン がんばりダッシュ,C4198
M91679,ももたろう（12/1～12/5）,,1,C12949,着せかえアニメ むか～しむかし,C4209
M91680,かぐや姫（12/8～12/12）,,2,C12949,着せかえアニメ むか～しむかし,C4209
M91681,わらしべ長者（12/15～12/19）,,3,C12949,着せかえアニメ むか～しむかし,C4209
M91682,一寸ぼうし（12/22～12/26）,,4,C12949,着せかえアニメ むか～しむかし,C4209
M91683,三枚のお札（1/5～1/9）,,5,C12949,着せかえアニメ むか～しむかし,C4209
M91684,あな地蔵（1/12～1/16）,,6,C12949,着せかえアニメ むか～しむかし,C4209
M91685,花咲じいさん（1/19～1/23）,,7,C12949,着せかえアニメ むか～しむかし,C4209
M91686,たにし長者（1/26～1/30）,,8,C12949,着せかえアニメ むか～しむかし,C4209
M91687,一休さん（2/2～2/6）,,9,C12949,着せかえアニメ むか～しむかし,C4209
M91688,牛若丸（2/9～2/13）,,10,C12949,着せかえアニメ むか～しむかし,C4209
M91711,,,,C12953,からだであそぼ[パイロット],C4212
M91713,,,,C12955,オレたち3にん ボボンビ・トリオ,C2941
M91731,,,,C12961,あした・きらりん,C4213
M91782,,,,C12965,Yum. Yum. Yummy[第4期],C4154
M91784,,,,C12967,リトルロボット,C4215
M91945,,,,C12981,新釈 戦国英雄伝説 眞田十勇士 -The Animation- Special 上田城攻防,C4223
M94725,,,,C12998,超冷蔵つまみマン,C4269
M94744,,,,C13008,白い恋人,C4270
M96085,,,,C13014,ぷっぷくびーつ,C4296
M96164,,,,C13028,鬼太郎が見た玉砕 ～水木しげるの戦争～,C1556
M94762,,,,C13035,「予見者」,C4273
M93273,,,,C13039,天才てれびくん外伝 宇宙船 ソフィア号の冒険 なぜ人は人の生命［いのち］を奪ってはいけないのか,C4236
M94876,,,,C13054,GR[GIANT ROBO],C1413
M93340,,,,C13079,こちら葛*飾区亀有公園前派出所 両さんと忠犬ラッキー物語 亀有大包囲網をかわせ!!,
M93510,,,,C13083,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,C1799
M93635,,,,C13099,どーもとマンモス,C4243
M93637,,,,C13101,機動戦士ガンダムSEED C.E.73 STARGAZER,C2646
M93795,※12/31は1、28、39、82話を順に再放送,,RR,C13107,おじゃる丸[第9期],C2158
M93953,※4/29は34、30、36、38話を順に再放送（4/29）,,43.5,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93954,※4/30は35、29、33、20話を順に再放送（4/30）,,43.6,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93967,※8/4は40～43話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93968,※8/11は44～47話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93969,※8/18は48～51話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93970,※8/25は52～55話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93985,※12/15は56～60話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
M93986,※12/22は61～65話の総集編を放送,,RR,C13118,おでんくん The Adventure of Oden-kun [第2期],C3015
