acid,acname,asid,n_ae,first_date,last_date
C10841,デュエル・マスターズ チャージ,C2650,7,2006-01-16,2006-03-27
C10843,サムライ チャンプルー,C2870,17,2004-05-20,2004-09-23
C10845,LOVE❤LOVE?,C2871,9,2004-05-04,2004-06-29
C10847,ちぃちゃんとヒゲおじさん,C2872,10,2004-06-21,2010-04-21
C10849,Wind -a breath of heart-,,13,2004-06-30,2004-09-22
C10851,東奔西走スクールライフANIMATION 月は東に日は西に ―Operation Sanctuary―,C2874,13,2004-06-30,2004-09-22
C10853,留守電アワー SODANブラザーズ,C2998,25,2005-03-13,2005-08-28
C10857,こいこい7,C2999,13,2005-04-02,2005-06-25
C10859,IZUMO 猛き剣の閃記,C3001,12,2005-04-03,2005-06-19
C10862,ゾイドフューザーズ,C2286,26,2004-10-03,2005-04-03
C10864,SAMURAI 7,C2875,26,2004-06-01,2004-12-11
C10866,KURAU Phantom Memory,C2876,24,2004-06-25,2004-12-16
C10868,おジャ魔女どれみナ・イ・ショ,C2226,13,2004-06-26,2004-12-11
C10870,ポストペット モモ便,C2877,24,2004-07-04,2005-01-09
C10872,モンキーターンV,C2829,25,2004-07-04,2004-12-19
C10874,GIRLSブラボー first season,C2879,11,2004-07-06,2004-09-28
C10876,ニニンが シノブ伝 THE NONSENSE KUNOICHI FICTION,C2880,12,2004-07-08,2004-09-25
C10880,Re❤キューティーハニー,C2911,3,2004-07-24,2004-10-23
C10882,エルフェン リート,C2882,14,2004-07-25,2004-10-17
C10884,機動戦士 ガンダムSEED [- 遥かなる暁 -],C2646,2,2004-07-29,2004-07-30
C10886,アガサ・クリスティーの名探偵ポワロとマープル,C2883,39,2004-07-04,2005-05-15
C10888,マリア様がみてる 春,C2828,13,2004-07-04,2004-09-26
C10890,蒼穹のファフナー Dead Aggressor,C2884,26,2004-07-05,2004-12-27
C10892,お伽草子,C2885,26,2004-07-07,2005-03-30
C10894,ギャラクシーエンジェル［第4期］,C2483,13,2004-07-08,2004-09-30
C10896,DearS,C2886,13,2004-07-04,2004-09-26
C10900,モンキー・パンチ 漫画活動大写真,C2887,13,2004-07-04,2005-06-26
C10904,宇宙交響詩メーテル 銀河鉄道999 外伝,C4312,13,2004-08-06,2004-11-05
C10908,風人物語,C2893,14,2004-08-28,2005-02-26
C10910,カレーの国のコバ～ル,C2894,13,2004-09-20,2004-12-13
C10912,陰陽大戦記,C2895,52,2004-09-30,2005-09-29
C10914,冒険王 ビィト BEET THE VANDEL BUSTER,C2896,52,2004-09-30,2005-09-29
C10916,舞-HiME,C2897,26,2004-10-01,2005-04-01
C10920,To Heart Remember my memories,C2240,13,2004-10-02,2004-12-25
C10922,うた∽かた,C2899,12,2004-10-03,2004-12-19
C10924,W Wish ダブルウィッシュ,C2901,13,2004-10-03,2004-12-26
C10926,Φなる・ あぷろーち,C2902,13,2004-10-03,2004-12-26
C10928,カッパの飼い方,C2903,26,2004-10-04,2005-04-04
C10930,みどりのくにの こえだちゃん,C2904,256,2004-10-04,2005-09-30
C10932,サムライガン,C2905,12,2004-10-05,2004-12-14
C10934,巌窟王,C2906,24,2004-10-06,2005-03-30
C10936,リングにかけろ 1,C2907,12,2004-10-07,2004-12-16
C10938,Legend of DUO,C2908,12,2004-10-27,2005-01-12
C10940,アークエと ガッチンポー,C2909,13,2004-10-02,2004-12-25
C10942,下級生2 ～瞳の中の少女たち～,C1824,13,2004-10-02,2004-12-25
C10944,ロックマンエグゼStream,C2583,51,2004-10-02,2005-09-24
C10946,Sweet Valerian,C2915,18,2004-08-01,2004-12-19
C10947,魔法先生 ネギま!,C2994,26,2005-01-06,2005-06-30
C10949,アークエと ガッチンポーてんこもり,C2909,12,2005-01-07,2005-03-25
C10951,ああっ女神さまっ,C1507,25,2005-01-07,2005-07-08
C10953,ピーチガール,C2995,25,2005-01-08,2005-06-25
C10955,B-伝説［ビーレジェンド］! バトルビーダマン炎魂［ファイヤースピリッツ］!,C2217,51,2005-01-10,2005-12-26
C10957,まほらば Heartful days,C2996,26,2005-01-10,2005-06-27
C10959,BUZZER BEATER,C2997,13,2005-02-05,2005-04-30
C10961,ふたりは プリキュアMax Heart,C2833,47,2005-02-06,2006-01-29
C10963,増田こうすけ劇場 ギャグマンガ日和,C4173,12,2005-02-07,2005-04-25
C10965,まじめにふまじめ かいけつゾロリ,C1474,97,2005-02-13,2007-01-28
C10969,流星戦隊ムスメット　／　流星戦隊オトメット　／　帰ってきた! 流星戦隊ムスメット,C2916,13,2004-10-04,2004-12-27
C10972,School Rumble,C2917,26,2004-10-05,2005-03-29
C10974,砂ぼうず,C2918,24,2004-10-05,2005-03-29
C10976,レ・ミゼラブル 少女コゼット,C3141,52,2007-01-07,2007-12-30
C10978,がくえんゆーとぴあ まなびストレート!,C3142,12,2007-01-08,2007-03-26
C10980,VenusVersusVirus,C3143,12,2007-01-12,2007-03-30
C10982,のだめ カンタービレ,C3145,23,2007-01-12,2007-06-29
C10984,ひだまりスケッチ,C3146,14,2007-01-12,2007-10-19
C10986,月面兎兵器ミーナ,C3147,11,2007-01-14,2007-03-25
C10988,ToHeart2,C2240,14,2005-10-04,2006-01-03
C10990,獣装機攻ダンクーガノヴァ,C6812,13,2007-02-08,2007-05-10
C10992,NARUTO疾風伝,C2644,490,2007-02-15,2016-12-22
C10993,月詠 MOON PHASE,C2919,25,2004-10-05,2005-03-29
C10995,ファンタジック チルドレン,C2920,26,2004-10-05,2005-03-29
C10997,BLEACH,C2921,369,2004-10-05,2012-03-27
C10999,tactics,C2923,25,2004-10-06,2005-03-30
C11001,遙かなる時空のなかで 八葉抄,C2676,26,2004-10-06,2005-03-30
C11003,遊☆戯☆王 デュエルモンスターズ GX,C2116,180,2004-10-06,2008-03-26
C11005,双恋,C2924,13,2004-10-07,2004-12-30
C11007,BECK MONGORIAN CHOP SQUAD,C2925,26,2004-10-07,2005-03-31
C11009,ジパング,C2926,26,2004-10-08,2005-04-01
C11011,Rozen Maiden,C2927,12,2004-10-08,2004-12-24
C11013,機動戦士 ガンダム S［シード］ DESTINy,C2646,51,2004-10-09,2005-10-01
C11017,げんしけん,C2929,12,2004-10-11,2004-12-27
C11019,ブラックジャック,C1562,63,2004-10-11,2006-07-17
C11021,焼きたて!! ジャぱん,C2930,69,2004-10-12,2006-03-14
C11023,グレネーダー ほほえみの閃士,C2931,13,2004-10-08,2005-01-14
C11025,学園アリス,C2932,27,2004-10-30,2005-05-14
C11027,吟遊黙示録 マイネリーベ,C2935,13,2004-11-04,2005-02-03
C11029,メジャー,C2936,26,2004-11-13,2005-05-07
C11033,おれたちイジワルケイ,C2939,14,2004-12-26,2005-04-03
C11037,コロッケ!［第2期］,C2721,27,2003-12-05,2005-03-27
C11039,いない いない ばあっ!［第9期］,C4102,89,2004-04-05,2005-03-04
C11041,パンツぱんくろう,C2943,95,2004-04-05,2006-06-16
C11043,おじゃる丸［第7期］,C2158,90,2004-04-05,2004-12-06
C11045,忍たま乱太郎［第12期］,C1462,83,2004-03-20,2005-04-01
C11047,えいごでいっしょ! WAKU★WAKU ペンギー★ DOKI▼DOKI アドベンチャー,C4205,13,2003-08-04,2003-10-27
C11049,みらくる! ぱんぞう,C2944,20,2004-04-18,2005-03-20
C11051,ぴりっとQ［第2期］,C1762,10,2004-05-13,2004-06-11
C11053,U.H.O. フューチャーレスキュー2061,C2946,22,2004-06-22,2007-05-16
C11055,GANTZ ［地上波未放送篇］,C2844,13,2004-08-26,2004-11-18
C11059,［ぶんちゃかトリオ］,C2948,27,2004-04-08,2009-05-01
C11063,まじかるカナン,C2983,13,2005-01-01,2005-03-26
C11067,Starship Operators,C2984,13,2005-01-05,2005-03-30
C11069,らいむいろ流奇譚 X［cross］ ～恋、教ヘテクダサイ。～,C2687,13,2005-01-05,2005-03-30
C11071,Xenosaga THE ANIMATION,C2985,12,2005-01-06,2005-03-24
C11073,AIR,C2970,13,2005-01-07,2005-04-01
C11075,トランスフォーマー ギャラクシーフォース,C6820,52,2005-01-08,2005-12-31
C11077,ギャラリーフェイク,C2986,39,2005-01-09,2005-10-08
C11079,好きなものは好きだからしｮうがない!!,C2987,12,2005-01-09,2005-03-27
C11081,アルティメットガール,C2988,12,2005-01-10,2005-03-28
C11083,だめっこどうぶつ,C2990,26,2005-01-17,2005-02-21
C11085,GIRLSブラボー second season,C2879,13,2005-01-28,2005-04-22
C11087,NePoS NaPoS,C2991,26,2005-01-31,2005-07-25
C11089,モンチッチ,C2992,26,2005-01-04,2005-06-28
C11091,JINKI:EXTEND,C2993,12,2005-01-06,2005-03-24
C11093,英國戀物語エマ,C3002,12,2005-04-03,2005-06-19
C11095,こみっくパーティーRevolution,C2468,13,2005-04-05,2005-06-28
C11097,LOVELESS,C3003,13,2005-04-07,2005-06-30
C11099,SPEED GRAPHER,C3004,24,2005-04-08,2005-09-30
C11103,バジリスク 甲賀忍法帖,C3005,24,2005-04-13,2005-09-21
C11105,わがまま☆フェアリー ミルモでポン! ちゃあみんぐ,C2599,22,2005-04-19,2005-09-27
C11106,ふしぎ星の★ふたご姫,C3007,52,2005-04-02,2006-03-25
C11108,おねがいマイメロディ,C7133,52,2005-04-03,2006-03-26
C11110,MÄR メルヘヴン MÄRCHEN AWAKENS ROMANCE,C3008,102,2005-04-03,2007-03-25
C11112,うえきの法則,C3009,51,2005-04-04,2006-03-27
C11114,エレメンタル ジェレイド,C3010,26,2005-04-05,2005-09-27
C11116,創聖のアクエリオン,C3012,26,2005-04-05,2005-09-20
C11119,アイシールド21,C2787,145,2005-04-06,2008-03-19
C11121,いちご100％,C2898,12,2005-04-06,2005-06-22
C11123,ガラスの仮面［新］,C6766,51,2005-04-06,2006-03-29
C11125,甲虫王者ムシキング 森の民の伝説,C3013,52,2005-04-06,2006-03-29
C11127,極上生徒会,C3014,26,2005-04-07,2005-09-29
C11129,フタコイ オルタナティブ,C2924,13,2005-04-07,2005-06-30
C11131,おでんくん The Adventure of Oden-kun[第1期],C3015,39,2005-04-08,2006-03-03
C11133,これが私の御主人様,C3016,12,2005-04-08,2005-07-01
C11135,ツバサ・クロニクル　年代記[第1期],C3017,26,2005-04-09,2005-10-15
C11137,ゾイド ジェネシス,C2286,50,2005-04-10,2006-03-26
C11139,ハチミツとクローバー,C3018,24,2005-04-15,2005-09-30
C11141,交響詩篇 エウレカセブン,C3019,51,2005-04-17,2006-04-02
C11143,新釈 戦国英雄伝説 眞田十勇士 ─The Animation─ ［シリーズ］,C4223,12,2005-05-07,2005-07-23
C11146,絶対少年,C3024,26,2005-05-21,2005-11-19
C11148,雪の女王,C3025,42,2005-05-22,2006-05-05
C11150,パタリロ 西遊記!,C5945,26,2005-06-07,2005-11-29
C11152,かみちゅ!,C3026,12,2005-06-29,2005-09-28
C11154,あまえ ないでよっ!!,C3028,13,2005-07-01,2005-11-21
C11156,機動新撰組 萌えよ剣TV,C3029,13,2005-07-02,2005-09-24
C11158,おくさまは 女子高生,C3030,13,2005-07-03,2005-09-25
C11160,FNS地球特捜隊 ダイバスター［スペシャル］,C3031,2,2005-07-07,2005-07-07
C11162,苺ましまろ,C3032,12,2005-07-15,2005-10-14
C11164,シュガシュガルーン,C3036,51,2005-07-02,2006-06-24
C11166,D.C.S.S. ～ダ・カーポ セカンドシーズン～,C2739,26,2005-07-03,2005-12-25
C11168,奥さまは 魔法少女 Bewitched Arnès,C3037,13,2005-07-09,2005-10-01
C11170,ぱにぽにだっしゅ!,C3038,26,2005-07-04,2005-12-26
C11172,ガン×ソード,C3039,26,2005-07-05,2005-12-27
C11174,プレイボール,C3040,13,2005-07-05,2005-09-27
C11176,涼風［すずか］,C3041,26,2005-07-07,2005-12-29
C11178,TIDE-LINE BLUE,C3042,12,2005-07-07,2005-09-29
C11180,SHUFFLE!,C3043,24,2005-07-08,2006-01-06
C11182,ぺとぺとさん,C3046,13,2005-07-08,2005-09-30
C11184,ひまわりっ!!,C3853,14,2007-01-07,2007-04-01
C11187,CLUSTER EDGE,C3944,25,2005-10-05,2006-03-29
C11189,Solty Rei,C3052,24,2005-10-07,2006-03-31
C11191,銀盤 カレイドスコープ,C3053,12,2005-10-09,2005-12-25
C11193,福島民話館 ねぇ みんな…2,C2755,48,2005-10-08,2006-09-23
C11195,韋駄天翔［イダテンジャンプ］,C3054,52,2005-10-01,2006-09-30
C11197,格闘美神 武龍［ウーロン］,C3055,25,2005-10-02,2006-03-26
C11199,魔法少女リリカルなのはA's,C2914,13,2005-10-02,2005-12-25
C11201,Canvas2 キャンバス2～虹色のスケッチ～,C3057,24,2005-10-03,2006-03-27
C11203,はっぴぃセブン ～ざ・テレビまんが～,C3058,13,2005-10-03,2005-12-26
C11205,アニマル横町,C3059,104,2005-10-04,2006-09-26
C11207,Angel Heart,C6942,51,2005-09-27,2006-09-26
C11209,capeta,C3060,52,2005-10-04,2006-09-26
C11211,ガンパレード・オーケストラ,C2698,24,2005-10-05,2006-03-29
C11213,地獄少女,C3061,27,2005-10-05,2006-04-05
C11215,闘牌伝説 アカギ 闇に舞い降りた天才,C3062,26,2005-10-05,2006-03-29
C11217,ARIA The ANIMATION,C3063,13,2005-10-06,2005-12-29
C11219,IGPX Immortal Grand Prix,C3064,26,2005-10-06,2006-07-02
C11221,こてんこてんこ,C3065,106,2005-10-06,2006-09-28
C11223,灼眼のシャナ,C3066,25,2005-10-06,2006-03-23
C11225,冒険王ビィト エクセリオン BEET THE VANDEL BUSTER,C2896,25,2005-10-06,2006-03-30
C11227,BLACK CAT,C3069,24,2005-10-07,2006-03-31
C11229,舞-乙HiME［マイオトメ］,C2897,26,2005-10-07,2006-03-31
C11231,BLOOD+,C2421,52,2005-10-08,2006-09-23
C11233,ラムネ,C3070,12,2005-10-11,2005-12-27
C11235,ノエイン もうひとりの君へ,C3071,24,2005-10-12,2006-03-29
C11237,Paradise kiss,C3072,12,2005-10-14,2005-12-30
C11239,Rozen Maiden träumend,C2927,12,2005-10-21,2006-01-27
C11241,蟲師,C3073,27,2005-10-23,2006-06-19
C11243,銀牙伝説WEED,C6862,26,2005-11-03,2006-05-11
C11245,かりん,C3074,24,2005-11-04,2006-05-12
C11247,ガイキング REGEND OF DAIKU-MARYU,C3523,39,2005-11-12,2006-09-24
C11253,南の島の小さな飛行機バーディー[第1期],C3077,14,2005-12-26,2006-12-27
C11257,モリゾーとキッコロ ［第2期］,C2841,26,2005-01-08,2005-04-23
C11259,サムライチャンプルー［セカンドシーズン］,C2870,9,2005-01-22,2005-03-19
C11261,こちら葛飾区 亀有公園前 派出所 [スペシャル] 走れ! 両津式チンチン電車 ～思い出の大次郎号～,C6832,1,2006-04-02,2006-04-02
C11265,こちら葛飾区 亀有公園前 派出所 [スペシャル] 両津の 浅草リニューアル 大作戦!! ～あぁ 思い出の花やしき～,C6832,1,2006-09-24,2006-09-24
C11267,Hello Kittyりんごの森のミステリー,C7132,13,2007-01-02,2007-03-27
C11269,恋する天使 アンジェリーク ～かがやきの明日～,C2427,12,2007-01-13,2007-03-31
C11273,SHUFFLE!memories,C3043,12,2007-01-08,2007-03-26
C11275,MASTER of EPIC The AnimationAge,C3136,12,2007-01-08,2007-03-26
C11277,東京魔人學園剣風帖 龍*,C3137,14,2007-01-19,2007-04-20
C11279,京四郎と永遠の空,C3138,12,2007-01-05,2007-03-23
C11281,Saint October,C3139,26,2007-01-05,2007-06-29
C11283,デルトラクエスト,C3140,65,2007-01-06,2008-03-29
C11286,らき☆すた,C3198,24,2007-04-09,2007-09-17
C11288,怪物王女,C3199,25,2007-04-13,2007-09-28
C11290,風のスティグマ[風の聖痕],C3200,24,2007-04-12,2007-09-20
C11292,おおきく振りかぶって,C3202,25,2007-04-13,2007-09-28
C11296,アニ*クリ15,C3204,27,2007-05-07,2008-05-05
C11298,爆丸バトルブローラーズ,C3185,51,2007-04-05,2008-03-27
C11300,Romeo×Juliet,C3186,25,2007-04-05,2007-09-27
C11302,かみちゃまかりん,C3187,26,2007-04-06,2007-09-28
C11304,鋼鉄三国志,C3188,25,2007-04-06,2007-09-28
C11306,DARKER THANBLACK黒の契約者,C3189,25,2007-04-06,2007-09-28
C11308,ぼくらの,C3197,25,2007-04-09,2007-09-25
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,C3205,29,2007-05-12,2008-01-01
C11310,風の少女エミリー,C3191,26,2007-04-07,2007-09-29
C11312,精霊の守り人,C3192,27,2007-03-26,2007-09-29
C11314,sola,C3193,13,2007-04-07,2007-06-30
C11316,地球[テラ]へ・・・,C4978,26,2007-04-07,2007-09-22
C11318,BLUE DRAGON,C3195,52,2007-04-07,2008-04-01
C11320,ラブ★コンLOVELY★COMPLEX,C3196,25,2007-04-01,2007-09-29
C11322,機動戦士ガンダム00,C3257,26,2007-09-30,2008-03-29
C11324,しゅごキャラ!,C3258,51,2007-10-06,2008-09-27
C11326,まめうしくん,C3259,52,2007-10-06,2008-09-27
C11328,ef -a tale of memories.,C3260,12,2007-10-07,2007-12-23
C11330,キミキスpure rouge,C3261,25,2007-10-01,2008-03-23
C11333,Yes!プリキュア5,C2833,49,2007-02-04,2008-01-27
C11335,古代王者恐竜キングDキッズ・アドベンチャー,C3150,49,2007-02-04,2008-01-27
C11337,ロケットガール,C3151,12,2007-02-22,2007-05-18
C11339,一騎当千Dragon Destiny,C2743,13,2007-01-04,2007-05-14
C11341,MOONLIGHTMILE1stシーズンLift off,C3153,14,2007-02-04,2007-09-13
C11343,REIDEEN,C3991,26,2007-03-03,2007-09-01
C11345,ひとひら,C3154,12,2007-03-28,2007-06-13
C11347,おねがいマイメロディすっきり♪,C7133,52,2007-04-01,2008-03-30
C11349,ロビー＆[と]ケロビー,C3161,52,2007-04-01,2008-03-30
C11353,SUGAR BUNNIES,C3163,26,2007-04-03,2007-09-25
C11355,桃華月憚,C3164,26,2007-04-03,2007-09-25
C11357,SaintBeast光陰叙事詩天使譚,C2733,13,2007-04-04,2007-06-27
C11359,やさいのようせいN.Y. SALAD,C3165,26,2007-04-05,2007-05-17
C11361,Shining Tears X Wind,C3166,13,2007-04-07,2007-06-30
C11365,スパイダーライダーズよみがえる太陽,C3167,27,2007-04-14,2007-10-13
C11367,英國戀物語 エマ 第ニ幕,C3002,12,2007-04-17,2007-07-03
C11369,スカルマン,C3169,13,2007-04-29,2007-07-22
C11371,ゲゲゲの鬼太郎[第5作],C1556,100,2007-04-01,2009-03-29
C11373,天元突破グレンラガン,C3170,27,2007-04-01,2007-09-30
C11375,ハヤテのごとく!Hayate the combat butler,C3171,52,2007-04-01,2008-03-30
C11377,瀬戸の花嫁,C3172,26,2007-04-02,2007-10-01
C11379,ヒロイック・エイジ,C3173,26,2007-04-02,2007-10-01
C11381,魔法少女リリカルなのはStrikerS,C2914,26,2007-04-02,2007-09-24
C11383,アイドルマスターXENOGLOSSIA,C3174,26,2007-04-03,2007-09-25
C11385,エル・カザドEL CAZADOR DE LA BRUJA,C3175,26,2007-04-03,2007-09-25
C11387,OverDrive,C3176,26,2007-04-04,2007-09-26
C11389,大江戸ロケット,C3177,26,2007-04-04,2007-09-26
C11391,キスダムENGAGE planet,C3178,26,2007-04-04,2007-09-26
C11393,CLAYMORE,C3180,26,2007-04-04,2007-09-26
C11395,この青空に約束を─～ようこそつぐみ寮へ～,C3181,13,2007-04-04,2007-06-27
C11397,神曲奏界ポリフォニカ,C3182,12,2007-04-04,2007-06-20
C11399,機神大戦ギガンティック・フォーミュラ,C3183,26,2007-04-05,2007-09-27
C11401,鋼鉄神ジーグ,C3423,13,2007-04-05,2007-07-12
C11403,ながされて藍蘭島,C3184,26,2007-04-05,2007-09-27
C11406,トレジャーガウスト,C3207,5,2007-06-11,2007-06-15
C11408,Devil May Cry,C3208,13,2007-05-22,2007-09-06
C11410,湾岸MIDNIGHT,C3209,26,2007-06-09,2008-09-19
C11412,鉄子の旅,C3210,14,2007-05-27,2007-09-23
C11414,CODE-E,C3211,12,2007-07-04,2007-09-19
C11416,ドージンワーク,C3213,12,2007-07-04,2007-09-19
C11418,はぴはぴクローバー,C3214,13,2007-07-06,2007-09-28
C11424,ななついろ★ドロップスFirst love that encompasses you,C3217,12,2007-07-03,2007-09-18
C11426,ケンコー全裸系水泳部ウミショー,C3218,13,2007-07-04,2007-09-26
C11428,School Days,C3219,12,2007-07-04,2007-09-27
C11430,ZOMBIE-LOAN,C3220,11,2007-07-04,2007-09-12
C11432,BUZZER BEATER,C2997,13,2007-07-04,2007-09-26
C11434,スカイガールズ,C3125,26,2007-07-06,2007-12-28
C11436,ひぐらしのなく頃に解,C3837,24,2007-07-06,2007-12-18
C11438,ムシウタ Dreamer's hopeless and intense desire.,C3221,12,2007-07-06,2007-10-05
C11440,ぽてまよ,C3222,12,2007-07-07,2007-09-22
C11442,さよなら絶望先生,C3224,12,2007-07-08,2007-09-23
C11444,ゼロの使い魔双月の騎士,C3871,12,2007-07-09,2007-09-24
C11446,もえたん,C3225,13,2007-07-07,2007-09-24
C11448,モノノ怪,C3226,12,2007-07-13,2007-09-28
C11450,シグルイ,C3227,13,2007-07-01,2007-10-11
C11452,BACCANO!,C3228,13,2007-07-27,2007-11-02
C11464,シャンプー王子,C3237,12,2007-10-01,2007-12-17
C11466,D.C.Ⅱ～ダ・カーポⅡ～,C2739,13,2007-10-02,2007-12-25
C11468,Hello Kitty りんごの森とパラレルタウン,C7132,26,2007-10-02,2008-03-25
C11470,デュエル・マスターズゼロ,C2650,25,2007-10-06,2008-03-29
C11472,天才?Dr.ハマックス,C3238,12,2007-10-06,2008-03-15
C11474,やっとかめ探偵団,C3239,14,2007-10-07,2008-01-06
C11476,PRISM ARK,C3240,12,2007-10-08,2007-12-24
C11478,こどものじかん,C3303,12,2007-10-12,2007-12-28
C11480,サンリオぽこあぽこ,C3241,13,2007-10-08,2008-01-16
C11483,一期一会恋バナ友バナ,C3242,13,2007-10-20,2008-01-26
C11485,スケッチブック～full color'S～,C3243,13,2007-10-02,2007-12-25
C11487,バンブーブレード,C3244,26,2007-10-02,2008-04-01
C11489,BLUE DROP 天使達の戯曲,C3246,13,2007-10-03,2007-12-26
C11491,逆境無頼カイジUltimate Survivor,C3247,26,2007-10-03,2008-04-02
