ccid,ccname
C87830,QUARTER POUNDER MAGIC!
C87831,Q部
C87832,RARE GENE 4
C87833,RASH!!
C87834,REALIZER リアライザー
C87835,ROADRUNNER ロードランナー
C87836,ROMANCERS
C87837,ROMANCE DOWN
C87838,ROOKIES
C87839,ROOM303
C87840,R.P.G.
C87841,RUSH BALL・REMIX ラッシュボール・リミックス
C87842,SAND LAND
C87843,★SANTA!★
C87844,SAVAGE
C87845,SAVE THE WORLD
C87846,SELF HEAD
C87847,SHADOW LADY
C87848,SHADOW DISEASE
C87849,SHAKA
C87850,SHIN-NO-SHIN 愛と憎しみのタイムスリップ
C87851,Shonen Jump Manga Competition
C87852,SILENT KNIGHT翔
C87853,-SINS-
C87854,SKET DANCE
C87855,SLAM DUNK
C87858,SNAKE HUNTER
C87859,SONCHOH
C87860,SOUL
C87861,SPACEPIRATES<スペース・パイレーツ>
C87862,SPACE ADVENTURE コブラ
C87863,Sporting Salt -塩谷の解剖学-
C87864,STARTING POINT
C87865,STARTING OVER
C87866,STEEL BALL RUN
C87867,STRAY CAT
C87868,STRIPE
C87869,SUCCEED
C87870,SUPER POLICE スーパーポリス
C87871,SUPER SONIC魂
C87872,SWEET HOME
C87873,SWORD BREAKER
C87874,SWOT スウォット
C87875,TAKUDO!!!!
C87876,TATTOO HEARTS
C87877,TAXI DRIVER
C87879,TEAM
C87880,TEAM MADE
C87881,THE EDGE
C87882,THE MoMoTARoH ザ・モモタロウ
C87883,THE合衆国日本州
C87884,THEファイター FIGHTER JAPAN X STORY
C87885,TOKIMECHA
C87886,TOKYO WONDER BOYS
C87887,To LOVEる -とらぶる-
C87888,TOTEM
C87889,TRANS BOY
C87890,TRUNKS THE STORY -たったひとりの戦士-
C87892,UFO狩り
C87893,ULTIMATE CHASER
C87894,Ultra Red
C87895,URA BEAT
C87896,VENUS症候群
C87897,VICE -ヴァイス-
C87899,VNETペーパーROMマガジン
C87900,V【勝利】の口笛
C87901,W.C.フレンズ
C87902,What's おにゃん子
C87903,WILD HALF
C87904,WING-MAN ウィングマン
C87905,WITCH CRAZE
C87906,WIZARD!! -爆炎の征服者-
C87909,WOLF×RED
C87910,WOMAN IN THE MAN -男の中の女-
C87911,WONDERFUL WONDER WORLD
C87912,World 4u_
C87913,W.P.P 世界混乱計画
C87914,Wrestling with もも子
C87915,Yo!SAY!JUMP FESTA!2011～妖精と学ぶジャンフェス講座～
C87916,ZOMBIE POWDER
C87917,ああ一郎
C87918,ああ家庭教師
C87919,嗚呼!桜田門
C87920,ああチャンピオン
C87921,ああ東大一直線
C87922,嗚呼!!毘沙門高校野球部
C87923,嗚呼!!毘沙門高校柔道部
C87924,嗚呼!!毘沙門高校
C87925,ああ勉強一直線
C87926,アイ・アム・ドッシー
C87927,アイアンナイト
C87928,愛犬コースケ
C87929,アイシールド21
C87930,哀愁ヒーロー
C87931,i・ショウジョ
C87932,愛すれどせつなく
C87934,あいつ!
C87935,あいつの風
C87938,愛のKOパンチ
C87939,愛の疾走
C87940,アイラブユー太
C87942,アウターゾーン
C87943,アウターレック
C87945,青き波濤 -『がんばろうKOBE』'95ブルーウェーブの軌跡-
C87946,蒼空の果て -少年たちの戦場-
C87947,青空フィッシング
C87949,青ヒゲおじさん
C87950,阿加木と千葉の夏休み
C87951,赤毛の狼
C87952,赤塚ギャグ笑待席
C87953,赤塚ギャグ笑待席
C87954,赤塚ギャグ笑待席
C87955,赤塚ギャグ笑待席
C87956,暁の狩人
C87957,アカテン教師梨本小鉄
C87958,赤とんぼの歌
C87959,明るい人
C87960,アキビン戦争
C87961,アクション子役キヌガサ君危機一髪!!
C87962,悪たれ騎士道
C87963,悪たれ巨人
C87965,悪魔の救世主
C87966,悪魔の水
C87967,悪友伝
C87968,悪友二匹
C87969,悪友野郎
C87970,アケバン
C87972,朝太郎伝
C87973,あさやけの散歩
C87974,あしがら山スーパー伝説熊元拳
C87975,あした天兵
C87976,アジトにて
C87977,アシュラ
C87978,アスクレピオス
C87979,アストロ球団
C87981,あすなろ旋風
C87982,あすに向かってつっ走れ
C87983,明日はつかめるか
C87985,あすを呼ぶ剣
C87987,仇討ち子守唄
C87989,アタッ★ク❤ラブ
C87991,あつがり
C87992,あっけら貫刃帖
C87993,あっぱれ一家
C87994,あとつぎ反対!!
C87995,あなたがおとしたもの
C87996,アナノムジナ
C87997,アニ基地 ジャンプアニメ情報基地
C87998,アニマル球場
C87999,アイマル剣士
C88000,アニマルランド
C88002,アヌ中
C88003,あねどきっ
C88004,あのコはとても…!!!
C88005,あの娘は氷点下
C88006,あの夏、僕とハカセと発明と
C88008,あばれ猿
C88009,暴れん坊万々歳
C88010,アビイ・ロード
C88011,あぶないエンジェル
C88012,アポロのソラ
C88014,天地真理物語
C88015,雨女、晴れ男
C88016,雨に消えた現金
C88017,雨のカーウォッシュ
C88018,雨のキーストン
C88019,雨の街角で歌え
C88020,あやかしポリスメンひよこっぷ
C88021,あらし!三匹
C88023,アラタのツクモガミ
C88024,荒っくれ!
C88025,アルバイターキンタロウ
C88026,アルバトロス飛んだ
C88027,ある日突然に!
C88028,或美野中学2年C組 竹田君 ～featuring SETSUCO～
C88029,ある日の日記
C88030,アルベリーとアワレな悪魔憑き
C88031,ある漫画家の日記より
C88032,暗黒神話
C88033,暗黒列島
C88034,暗殺教室
C88035,あんたが大将
C88036,不恋愛戦隊ハヤタ★ジョー
C88037,いいかげんにしろ!!
C88038,いいタマ一本!
C88039,いいよね!米澤先生
C88040,家・なき子
C88042,怒りの剣
C88044,怒りのボウラー
C88046,怒りのマウンド
C88047,イカロスの拳
C88048,異議あり!!
C88050,イケてる戦隊ごきげんジャー
C88051,イケてる便器
C88055,異人屋敷殺人事件
C88056,いずみちゃんSOS
C88057,いずみちゃんグラフィティー
C88058,異説 封神演義
C88059,磯部磯兵衛物語
C88060,磯部磯兵衛物語～浮世はつらいよ～
C88061,磯部磯兵衛物語、2月期JCを告知する。
C88062,偉大なる教師
C88063,壱応大学付属 ソレナリ中学校
C88064,いちご100％
C88065,いちごちゃんストロベリー
C88066,一度は 行きたい新生中国
C88068,いつき
C88069,一狂はん
C88070,行ってきましたオーストラリア
C88071,伊藤戦隊イトウレンジャー
C88072,いぬまるだしっ
C88073,命ぎりぎり
C88075,いのちの契約
C88076,今源氏物語
C88078,[イラスト]
C88080,ILLEGAL RARE
C88081,イレブン
C88083,ウィニング・ショット WINNING・SHOT
C88084,ウィリアムス
C88086,ウェルカム!猫の木坂!
C88087,ウサギとカメとストライク
C88088,失われた兵隊 LOST SOLDIER
C88089,ウジャバランド
C88091,うそつき
C88092,嘘です
C88093,撃ちてし止まむ
C88094,うちの関取
C88095,宇宙空母ガラクター
C88096,宇宙商人ポメットさん
C88097,宇宙人と僕
C88098,宇宙船銀魂号
C88099,宇宙卓球
C88100,宇宙探検隊アオムラサキ号
C88101,宇宙のSPARROW
C88102,ウツボカズラ
C88103,馬っ子先生
C88104,馬な奴鹿な奴
C88105,生まれた日に
C88106,海の戦士
C88107,海野球ビキニ軍
C88108,ウラシマ
C88109,うるし
C88110,うるとら☆イレブン
C88111,ウルトラジャンプエッグのしずこちゃんとテラちゃん
C88112,ウルフにKISS
C88113,うろおぼえウロボロス!
C88114,うわさのBOY
C88115,ウンコール・ワット
C88116,運命がいく!
C88117,永遠のアンカー
C88118,映画監督水野くん 撮影快調!!
C88119,永久不滅デビルポイント
C88121,エース!
C88122,エースの8ちゃん
C88124,エキゾチカ
C88125,エゴの代償
C88126,エッグマン
C88127,えつ子と三郎
C88128,エト
C88129,江戸っ子辰ちゃん
C88130,エニグマ
C88131,後夜祭
C88132,エム×ゼロ
C88133,電気式トランスRISE
C88135,縁結びの神!?マッケイ
C88136,黄金仮面
C88138,黄金のバンタム
C88139,王様はロバ -はったり帝国の逆襲-
C88141,逢魔ヶ刻動物園
C88142,おお!!JET
C88145,おおい雲!
C88146,オオエ丼
C88147,狼が町にやってきた
C88148,狼－ケモノの時代－
C88149,狼なんて怖くない!!
C88151,大喜利大会!!
C88152,大相撲刑事
C88155,大泥棒ポルタ
C88156,大ぼら一代
C88157,オー・マイブラザー
C88158,大宮ジェット
C88160,おお!!レーケツ君
C88161,お母さんはスパイ
C88162,岡崎慎司ヒストリー 一生ダイビングヘッド!!
C88163,丘の上のホロ
C88164,オキナワ
C88165,奥間セイのツボ
C88167,おしえて!ジャンプフェスタ2005!!
C88169,おしゃぶり右門捕物控
C88171,お城はどこへ!?
C88172,恐るべき子どもたち
C88173,お題でカモーン
C88175,おちこぼれクン
C88176,おっ母
C88177,おったまげ村
C88179,オトコ一匹女学園
C88180,男一匹ガキ大将
C88181,男坂
C88182,男・新介!純情パンチ
C88183,男なら勝利の歌を!
C88185,男の旅立ち WILD ADVENTURE
C88186,男はキザ也
C88187,男はタスケ!
C88188,男!文太
C88190,おとぼけ茄子先生
C88191,踊れ!刑事ダンス!!!
C88192,『お兄さん』のできるまで
C88193,鬼が来たりて
C88194,鬼斬嵐ケンタロウ
C88195,鬼っ子
C88196,鬼より申す!
C88197,おはようミミちゃん
C88198,おまえの敵はおまえだ!
C88199,お前んち、お化け屋敷
C88200,おまけまんがマンガ家先ちゃん
C88201,おみそれ!トラぶりっ娘
C88203,おやおや親父
C88204,オヤジの縁談
C88205,おやじのゲンコツ
C88206,おらアスターだ!
C88207,オレがゴリラでゴリラがオレで
C88208,俺コイ!!
C88209,俺たちの夕やけ
C88210,オレたちのバカ殿
C88211,俺たちゃスペース野球軍!!
C88212,おれたちゃファミリー
C88213,おれとおまえとあいつ
C88214,おれとかあちゃん
C88215,おれのアルプス
C88217,おれはゲバ鉄!
C88218,おれはサエテル!
C88219,俺はボクサー
C88220,おれはボタっ子
C88221,おれは竜
C88222,おれも男だ!
C88223,オレンジハウス
C88225,お笑いまんが道
C88226,お笑いまんが道
C88227,オンオフ
C88228,温泉ボーイ
C88229,女だらけ
C88230,おんぼろナイトくん
C88231,怨霊英雄物語
C88232,画・ROW
C88234,かあちゃん
C88236,快かいナオンちゃん
C88237,怪奇コンビネィション
C88238,怪奇!真夏の夜話
C88241,怪人ゲジゲジ魔王
C88242,海人ゴンズイ
C88243,快心少年エム!!
C88244,外人部隊
C88245,解説フルパワー高校野球!!～今年のポメ高は一味違う!?～
C88246,カイゼルスパイク
C88247,改造人間ロギィ
C88248,怪艇ポセイドン
C88249,怪盗COLT
C88251,怪盗ルーパン獄中記
C88252,街道レーサーGO
C88253,怪物サッシー
C88254,カイン
C88255,賈允 -KAIN-
C88256,帰ってきた地獄戦士魔王
C88257,帰ってきたっ!新米婦警キルコさん
C88258,楓パープル
C88259,蛙少年カワズくん
C88260,カエルマン
C88261,かおす寒鰤屋
C88263,鏡の国の針栖川
C88264,ガキゲバ
C88265,鍵人-カギジン-
C88266,ガキすて山
C88268,ガキトピア
C88269,学園Z・絶人
C88270,ガクエン情報部H.I.P.
C88271,学園のあばれん坊
C88272,学園ぱじゃまん
C88273,学園よろず屋
C88275,学園指令'71
C88276,学ちゃんとメリー
C88277,FIGHTPRINCE REVOLUTION 格闘王子
C88278,格闘職人アウディ
C88279,格闘パニック
C88281,かぐや姫戦争
C88282,影武者徳川家康
C88283,かさね
C88284,笠谷選手物語
C88285,カジカ
C88286,カジコ
C88287,賢い犬リリエンタール
C88288,カズ!
C88289,カスタムカーをねらえ!
C88290,風と踊れ! -時代を疾走ぬけた男バロン西-
C88291,風と真理子の物語
C88292,風のシュプール
C88293,風の中のオレ
C88294,風!花!龍!
C88295,家族動物園
C88296,ガ太郎くん
C88298,学校
C88299,学校処刑人
C88300,甲冑の戦士 雅武 銀牙外伝
C88301,ガッツ4
C88302,ガッツだ乱平
C88303,ガッツトライ
C88304,ガッツ大和
C88305,勝って泣け!男子バレー
C88306,勝手にマルチ君
C88307,カッパがでてきた日
C88308,河童レボリューション
C88309,河童レボリューション 踊れ!カッパステップ
C88310,かっぺれ!ハナ風船
C88312,家庭教師ヒットマンREBORN!
C88313,家庭教師エイリアン
C88314,神奈川磯南風天組
C88315,彼女が家に来た日
C88316,彼女の告白
C88318,カバゴンのアタック教室
C88324,カブ吉と僕の夏休み
C88326,神様はサウスポー
C88327,ガミ先生
C88328,カミドリ
C88329,カメレオンジェイル
C88330,ガラガラウマウマ
C88331,カラクリ
C88332,人形草子あやつり左近
C88333,からじしぼたん
C88334,鴉MAN
C88335,カラテいのち
C88336,空手バカ街へ行く
C88337,空丸くん日本晴れ
C88338,カリキュラろぼちゃード・キーン
C88339,ガリバーくん
C88340,華麗なる応援団
C88341,華麗なるジョージ
C88342,かわいいギャンブラ～
C88343,かんとりいぼうい
C88344,ガントレット
C88345,神撫手
C88346,がんばれ!!1234郎
C88348,バンバレカンチャン!!
C88350,カンフー用心棒
C88351,巌流島
C88352,キーガール
C88353,奇怪とんち噺 花咲一休
C88354,奇怪噺 花咲一休
C88355,菊一輪
C88356,岸辺露伴は動かない
C88357,傷だらけの春
C88359,傷だらけのキーパー
C88360,奇跡英雄伝ミラクルリン
C88361,輝石燃ゆる時
C88362,北の海
C88365,キックオフ
C88366,キックスメガミックス
C88367,キックスメガミックス!!
C88368,蹴撃手マモル
C88369,機動球児山田 ～めぐりあい稲木～
C88370,機動球児リベラ ～ベンチがアホやから～
C88371,キノコ島の奇跡
C88372,詭弁学派、四ツ谷先生の怪談。
C88373,気まぐれ❤アーティスト
C88374,きまぐれオレンジ★ロード
C88375,きまってないのにキメマルくん
C88376,君が見た地球
C88379,きもだめし
C88380,キャー番長
C88381,ギャグキャラクターの作り方講座
C88383,ギャグマンガ日和
C88384,ギャグマンガ日和
C88386,キャッツ・アイ CATS・EYE
C88387,きゃつら
C88388,キャディーガール瞬
C88389,キャプテンスペース
C88390,キャプテン翼
C88391,キャプテン翼ワールドユース編
C88392,キャプテン翼＜ワールドユース編＞序ー葵の章ー
C88393,キャプテン
C88394,キャプテンはだれだ!?
C88397,ギャルがライバル!!
C88398,ギャグエイジ
C88399,ギャンブルキッド
C88400,究極!!変態仮面
C88401,吸血の夜
C88402,球春ING
C88403,球速0.25秒!
C88406,競技ダンス部へようこそ
C88407,兄弟仁義
C88408,兄弟の賛歌
C88409,恐怖のビーチ
C88410,恐竜大紀行
C88411,局長近藤勇
C88412,清と金色
C88413,巨人たちの伝説
C88414,巨人のベン
C88415,清丸参上!
C88416,キラーBOY
C88417,キララ
C88418,切りさかれた青春
C88419,霧にむせぶ夜
C88420,桐野佐亜子と仲間たち
C88421,霧の柩
C88422,切法師
C88423,きりん ～The Last Unicon～
C88424,銀牙 -流れ星 銀-
C88425,銀河パトロール ジャコ
C88426,銀魂
C88427,キン肉マン
C88428,金のオノ
C88429,金メダル・ウォーズ!!
C88430,金メダル田口キック
C88433,くおん…
C88435,グズ六行進曲
C88436,クソッタレだぜェ!!
C88437,くそ坊主ガン鉄
C88438,クソロボ
C88440,グッドボール
C88441,クライシスダイバー
C88442,クライム・スイーパー
C88443,クライムスイパー第2部ピンク!パンチ!雅
C88444,くらげ中二
C88445,クラッシュヒーロー
C88446,グラナダ -究極科学探検隊-
C88448,暗闇にドッキリ
C88449,暗闇をぶっとばせ!
C88450,グラン・バガン
C88451,クリーチャーズ
C88452,クリスマスプレゼント
C88453,グルメ学園トリコ
C88454,クレイジーハリー
C88457,酒呑☆ドージ
C88458,朱魔罹
C88459,しゅるるるシュールマン
C88460,ジュン JUN
C88461,瞬間×ヒロイズム
C88462,純情パイン
C88463,正月休みと仲間たち
C88464,笑撃コネクション
C88465,笑撃ボンバー
C88466,照元法師絵伝
C88467,少ジャンの良くん
C88468,少女の季節 -サマードリーム-
C88472,翔と大地
C88475,少年守護神
C88476,少年エスパーねじめ
C88477,少年の国
C88478,少年探偵Q
C88479,少年疾駆
C88480,少年たちのいた夏 ～Melody of Jenny～
C88481,少年は青春が好きだった
C88482,翔の伝説
